conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1719659686423921120,Wed Nov 01 10:16:33 +0000 2023,0,Di Hadapan Legislator PKS Jatijaya Irwan Prayitno Berpesan untuk Jaga Silaturahmi: Ketua Dewan Pakar Partai Keadilan Sejahtera (PKS) Irwan Prayitno menjadi narasumber pada kegiatan Bimbingan Teknis (Bimtek) Anggota https://t.co/vY70s3dv73 PKS Pembela Rakyat PKS Pembela Rakyat https://t.co/oPsSyH26Bs,1719659686423921120,https://pbs.twimg.com/media/F911XxIbwAAV3WC.png,,in,bekasi,0,0,0,https://x.com/PKSKertasari/status/1719659686423921120,786362208460472320,PKSKertasari
1719659651393073500,Wed Nov 01 10:16:25 +0000 2023,0,Ketua FPKS DPR RI: Jatijaya Harapan Besar Kemenangan PKS: Ketua Fraksi Partai Keadilan Sejahtera (PKS) DPR RI Jazuli Juwaini menghadiri acara Bimbingan Teknis (Bimtek) Anggota DPRD se Jawa Tengah Jawa Timur dan https://t.co/rrOCheyYDK PKS Pembela Rakyat PKS Pembela Rakyat https://t.co/4x1jZtI2wi,1719659651393073500,https://pbs.twimg.com/media/F911VxWb0AAylwY.png,,in,bekasi,0,0,0,https://x.com/PKSKertasari/status/1719659651393073500,786362208460472320,PKSKertasari
1719659397776040058,Wed Nov 01 10:15:24 +0000 2023,0,PKS Menyapa Warga di PMI Cikarang Utara: Senam Nusantara Bazaar UMKM dan Pemeriksaan Kesehatan : PKSBEKASI Cikarang Utara Bekasi 29 Oktober 2023 Partai Keadilan Sejahtera (PKS) menyapa warga https://t.co/Xu5zqb2y7L PKS Pembela Rakyat PKS Pembela Rakyat https://t.co/FPzDI09JZa,1719659397776040058,https://pbs.twimg.com/media/F911HAgboAA9jfE.jpg,,in,bekasi,0,0,0,https://x.com/PKSKertasari/status/1719659397776040058,786362208460472320,PKSKertasari
1719645759661072468,Wed Nov 01 09:21:27 +0000 2023,0,Pasangan Anies-Muhaimin diusung oleh Partai NasDem Partai Kebangkitan Bangsa (PKB) Partai Keadilan Sejahtera (PKS) dan Partai Ummat. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719645817521484091,,KarinaP35443364,in,,0,1,0,https://x.com/KarinaP35443364/status/1719645817521484091,1718882541074358272,KarinaP35443364
1719644847450300818,Wed Nov 01 09:17:35 +0000 2023,0,Di Hadapan Legislator PKS Jatijaya Irwan Prayitno Berpesan untuk Jaga Silaturahmi: Ketua Dewan Pakar Partai Keadilan Sejahtera (PKS) Irwan Prayitno menjadi narasumber pada kegiatan Bimbingan Teknis (Bimtek) Anggota https://t.co/3wzysYw7zP PKS Pembela Rakyat PKS Pembela Rakyat https://t.co/Bouo5DFavg,1719644847450300818,https://pbs.twimg.com/media/F91n4DWbEAAm_3S.png,,in,,0,0,0,https://x.com/AbdulJabarMajid/status/1719644847450300818,1538705783705448449,AbdulJabarMajid
1719637588540273030,Wed Nov 01 08:49:03 +0000 2023,0,Pasangan Anies-Muhaimin diusung oleh Partai NasDem Partai Kebangkitan Bangsa (PKB) Partai Keadilan Sejahtera (PKS) dan Partai Ummat. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719637665665147224,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1719637665665147224,1614854441127284737,alfisahdinardi
1719632025727189187,Wed Nov 01 08:26:38 +0000 2023,1,Di Hadapan Legislator PKS Jatijaya Irwan Prayitno Berpesan untuk Jaga Silaturahmi: Ketua Dewan Pakar Partai Keadilan Sejahtera (PKS) Irwan Prayitno menjadi narasumber pada kegiatan Bimbingan Teknis (Bimtek) Anggota DPRD Kabupaten https://t.co/gOh1txsd3h PKS Pembela Rakyat https://t.co/b4l9eDv39s,1719632025727189187,https://pbs.twimg.com/media/F91cNv2b0AAU1tN.png,,in,Bekasi,0,0,0,https://x.com/FPKSKabBekasi/status/1719632025727189187,1272704074329124864,FPKSKabBekasi
1719631827374334206,Wed Nov 01 08:25:51 +0000 2023,0,PKS adalah partai yang berkomitmen untuk keadilan dalam sistem peradilan. @PKSejahtera PKS NOMER 8 @FPKSDPRRI,1719631827374334206,,,in,,0,0,0,https://x.com/anwarrsadam/status/1719631827374334206,1626133010667159552,anwarrsadam
1719626324825047069,Wed Nov 01 08:03:59 +0000 2023,0,PKS adalah partai yang selalu memperjuangkan keadilan sosial. PKS NOMER 8 @PKSejahtera @FPKSDPRRI,1719626324825047069,,,in,,0,0,0,https://x.com/devankaslh/status/1719626324825047069,1654337085753655296,devankaslh
1719622536072499238,Wed Nov 01 07:48:56 +0000 2023,0,PKS adalah partai yang selalu berjuang demi keadilan. @PKSejahtera PKS NOMER 8 @FPKSDPRRI,1719622536072499238,,,in,,0,0,0,https://x.com/margo_oto/status/1719622536072499238,1625741828158001152,margo_oto
1719622118579806475,Wed Nov 01 07:47:16 +0000 2023,0,PKS adalah partai yang selalu konsisten dalam menjaga nilai-nilai keagamaan dan keadilan sosial. PKS NOMER 8 @PKSejahtera @FPKSDPRRI,1719622118579806475,,,in,Tuban,0,0,0,https://x.com/ketok_magick/status/1719622118579806475,1635566257444618241,ketok_magick
1719620018797961501,Wed Nov 01 07:38:56 +0000 2023,0,PKS adalah partai yang mementingkan keadilan sosial. @PKSejahtera PKS NOMER 8 @FPKSDPRRI,1719620018797961501,,,in,,0,0,0,https://x.com/jekiferdi/status/1719620018797961501,1625718917900673024,jekiferdi
