created_at,id_str,full_text,lang,location
2023-11-04,1720822845239115947,bang putar lolos pasang anis vs prabowo abang pilih golong putih loh bang bayar pilih salah golong putih babi makan kotor,in,PALANGKARAYA
2023-11-04,1720715122937881036,prabowo dadak bicara palestina jelang pilpres geli mana ganjar pranowo tolak israel indonesia piala dunia 20 pimpin bicara konsisten urus pilpres angkat suara,in,Indonesia
2023-11-04,1720713783218417847,caleg partai demokrat partai dukung ps gibran batal putus mk denny mkmk sanksi etik batal putus,in,"Kalimantan Timur, Indonesia"
2023-11-04,1720793416181973384,kilas piala dunia 20 tolak israel main piala dunia 20 indonesia peduli tabrak atur undang undang salah satu anak presiden bacawapres prabowo,in,Indonesia
2023-11-04,1720643992973717787,ngak habis pikir ber narasi jokowi selamat indonesia pecah pecah maksud 1 prabowo mental oposisi or 2 gera massa ancam stabil,in,"San Francisco, CA"
2023-11-04,1720711159702261958,pagi diam zulkifli hasan kawasan widya chandra jakarta sibuk kader partai amanat nasional prabowogibranistimewa bersamaindonesiamaju prabowo subianto,in,
2023-11-04,1720723859346002234,kejut anda 2 putar tarung ganjar mahfud anies muhaimin prabowo gibran hilang suara gara gara praktek kkn putus mk,in,Indonesia
2023-11-04,1720691987870077111,petinggi gerindra operasi rahasia inti gagal sang putra cawapres operasi rahasia elektabilitas prabowo hancur gara gara sang putra luka adil masyarakat praktek kkn,in,Indonesia
2023-11-04,1720777706529489121,psi gibran kaesang contoh buruk generasi muda politik generasi muda indonesia jadi sbg rujuk generasi emas indonesia generasi sampah,in,
2023-11-04,1720758931826590010,teman suka kali jelas bang dukung prabowo gibran dukung jokowi kampanye jokowi memang jokowi nyapres bang deh malu kampanyein,in,Indonesia
2023-11-05,1721111818134011923,lihat video partai amanat nasional tiktok,in,
2023-11-05,1721093924369133874,erick dorong partai amanat nasional pan cawapres prabowo bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-05,1721084116794556626,partai amanat nasional pan kukuh usung erick cawapres prabowo prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-05,1721078488587980811,partai amanat nasional pan kukuh usung erick cawapres prabowo prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-05,1721072315080028621,partai amanat nasional pan kukuh usung erick cawapres prabowo prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,
2023-11-05,1721068617457135938,partai amanat nasional pan kukuh usung erick cawapres prabowo prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,in,"DKI Jakarta, Indonesia"
2023-11-06,1721468087101428133,koalisi dukung prabowo gibran partai gerindra golkar partai amanat nasional demokrat partai bintang gelora garuda prima partai politik kim kirim wakil hadir herzaky prabowo,in,
2023-11-06,1721463309755732243,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,in,"Chesterton, Indiana"
2023-11-06,1721449672898949573,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,in,
2023-11-06,1721441344626004007,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,in,Senayan Jakarta Selatan
2023-11-07,1721834247852642459,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-07,1721811004957536590,partai amanat nasional pan dukung merdeka palestina bukti pan ganti logo akun media sosial tambah gambar semangka,in,Surabaya
2023-11-07,1721793023829553188,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogemoy prabowogibranistimewa bersamaindonesiamaju prabowo subianto,in,
2023-11-07,1721778635827482893,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,"DKI Jakarta, Indonesia"
2023-11-07,1721766822608085162,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-07,1721763049928094154,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogemoy prabowogibranistimewa bersamaindonesiamaju prabowo subianto,in,
2023-11-07,1721759877205479675,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-07,1721742697135059138,pasang prabowo gibran usung partai gerindra partai golkar partai amanat nasional pan partai demokrat partai bintang pbb partai gelora prabowogemoy prabowogibranistimewa bersamaindonesiamaju prabowo subianto,in,"ÜT: -6.2343885,106.7582603"
2023-11-08,1722187408765272342,koalisi indonesia maju partai gerindra partai amanat nasional pan partai golkar bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
2023-11-08,1722187020364394816,pasang prabowo gibran usung partai gera indonesia raya gerindra partai golong karya golkar partai amanat nasional pan bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,in,
