conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,categories
1719659907585368282,Wed Nov 01 10:17:39 +0000 2023,0,untuk mengambil keputusan yang strategis termasuk dalam menentukan Calon Wakil Presiden yang akan menjadi pasangannya dalam Pilpres 2024 mendatang. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719659964279791750,,seledingtekell,in,,0,1,0,https://x.com/seledingtekell/status/1719659964279791750,1641830722834161664,seledingtekell,"kubu_01, kubu_02"
1719654007147569391,Wed Nov 01 09:54:00 +0000 2023,0,Jakarta - Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyatakan bakal mendukung calon presiden (capres) dari Koalisi Indonesia Maju Prabowo Subianto di Pilpres 2024. Apa alasannya? #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719654010779820434,,KarinaP35443364,in,,0,1,0,https://x.com/KarinaP35443364/status/1719654010779820434,1718882541074358272,KarinaP35443364,"kubu_01, kubu_02"
1719652911356211489,Wed Nov 01 09:49:39 +0000 2023,0,Jakarta - Menteri BUMN Erick Thohir akan mendukung Calon Presiden Koalisi Indonesia Maju Prabowo Subianto dalam gelaran Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719652914904678688,,KarinaP35443364,in,,0,1,0,https://x.com/KarinaP35443364/status/1719652914904678688,1718882541074358272,KarinaP35443364,"kubu_01, kubu_02"
1719651515210883093,Wed Nov 01 09:44:08 +0000 2023,0,Menteri BUMN Erick Thohir menyatakan akan mendukung bakal calon presiden dari Koalisi Indonesia Maju Prabowo Subianto pada Pilpres 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719651526506111454,,IMPURIUM,in,"Chesterton, Indiana",0,1,0,https://x.com/IMPURIUM/status/1719651526506111454,2593329644,IMPURIUM,"kubu_01, kubu_02"
1719645759661072468,Wed Nov 01 09:21:25 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719645811175530641,,KarinaP35443364,in,,0,1,0,https://x.com/KarinaP35443364/status/1719645811175530641,1718882541074358272,KarinaP35443364,"kubu_01, kubu_02"
1719644060154204307,Wed Nov 01 09:14:28 +0000 2023,0,Pemilihan Umum (Pemilu) 2024 bakal ketat. Khususnya pemilihan presiden (pilpres) yang mengerucut pada tiga calon yakni Ganjar Pranowo Prabowo Subianto dan Anies Baswedan. https://t.co/An47X6adSg,1719644060154204307,,,in,,0,0,0,https://x.com/heralddotID/status/1719644060154204307,1698580133068865536,heralddotID,"kubu_03, kubu_01, kubu_02"
1719641968517722524,Wed Nov 01 09:08:05 +0000 2023,0,Sebelumnya tiga bakal calon presiden di Pemilu 2024 menyambangi Istana Merdeka Jakarta. #PrabowoGibranIstimewa #BersamaIndonesiaMaju https://t.co/TTEP77eHTo,1719642454910230538,https://pbs.twimg.com/media/F91liu6bQAA1dCK.png,MessyHairByF,in,,0,1,0,https://x.com/MessyHairByF/status/1719642454910230538,1600408394241744897,MessyHairByF,"kubu_01, kubu_02"
1719640760113606866,Wed Nov 01 09:01:21 +0000 2023,0,Jakarta - Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyatakan bakal mendukung calon presiden (capres) dari Koalisi Indonesia Maju Prabowo Subianto di Pilpres 2024. Apa alasannya? #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719640763200659633,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1719640763200659633,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1719639532046586074,Wed Nov 01 08:56:29 +0000 2023,0,Jakarta - Menteri BUMN Erick Thohir akan mendukung Calon Presiden Koalisi Indonesia Maju Prabowo Subianto dalam gelaran Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719639535435571240,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1719639535435571240,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1719637588540273030,Wed Nov 01 08:49:01 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719637657037554159,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1719637657037554159,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1719630419224924432,Wed Nov 01 08:20:16 +0000 2023,0,https://t.co/6C1ZdeU7oF - JAKARTA - Peluang Calon Presiden (Capres) Prabowo Subianto untuk memenangi Pemilihan Presiden (Pilpres) 2024 sangat terbuka lebar. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719630421615656964,,AndriK14567,in,,0,1,0,https://x.com/AndriK14567/status/1719630421615656964,3671916373,AndriK14567,"kubu_01, kubu_02"
1719630291546026026,Wed Nov 01 08:19:48 +0000 2023,0,Menteri BUMN Erick Thohir menyatakan akan mendukung bakal calon presiden dari Koalisi Indonesia Maju Prabowo Subianto pada Pilpres 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719630305005551789,,inang_hasiholan,in,,0,1,0,https://x.com/inang_hasiholan/status/1719630305005551789,803142898749292544,inang_hasiholan,"kubu_01, kubu_02"
1719626092443832810,Wed Nov 01 08:05:22 +0000 2023,0,Sebelumnya tiga bakal calon presiden di Pemilu 2024 menyambangi Istana Merdeka Jakarta. #PrabowoGibranIstimewa #BersamaIndonesiaMaju https://t.co/2gK7OK0eMZ,1719626674437079040,https://pbs.twimg.com/media/F91XJZqbkAAFqft.png,Harumiii_kn,in,,0,1,0,https://x.com/Harumiii_kn/status/1719626674437079040,1623536887762935816,Harumiii_kn,"kubu_01, kubu_02"
1719626092443832810,Wed Nov 01 08:03:22 +0000 2023,0,Menurut dia tidak ada perbincangan serius saat bersama Prabowo hari ini dan hanya sebatas pada pesan khusus dari putri Erick Thohir yang bernama Asya kepada Prabowo selaku calon presiden di Pemilu 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1719626171040903461,,Harumiii_kn,in,,0,1,0,https://x.com/Harumiii_kn/status/1719626171040903461,1623536887762935816,Harumiii_kn,"kubu_01, kubu_02"
1719626092443832810,Wed Nov 01 08:03:07 +0000 2023,0,Hanya saja ada pesan soal ekonomi yang disampaikan oleh anak Erick Thohir kepada Prabowo selaku bakal calon presiden di Pemilu 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1719626105706143911,,Harumiii_kn,in,,0,1,0,https://x.com/Harumiii_kn/status/1719626105706143911,1623536887762935816,Harumiii_kn,"kubu_01, kubu_02"
1719620605316923572,Wed Nov 01 07:41:18 +0000 2023,0,Kesetiaan Partai Aceh kepada Prabowo sangat jelas dan nyata saat ini kembali mendukung Prabowo sebagai calon presiden pada pilpres 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719620617660698860,,golbachgoals,in,Jakarta Selatan ,0,1,0,https://x.com/golbachgoals/status/1719620617660698860,909824927695589376,golbachgoals,"kubu_01, kubu_02"
1719620605316923572,Wed Nov 01 07:41:16 +0000 2023,0,Pada pilpres 2024 Partai Aceh yang diketuai oleh Muzakir Manaf untuk ketiga kalinya menegaskan dan mendukung Prabowo Subianto sebagai calon presiden. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719620608420720884,,golbachgoals,in,Jakarta Selatan ,0,1,0,https://x.com/golbachgoals/status/1719620608420720884,909824927695589376,golbachgoals,"kubu_01, kubu_02"
1719618538930102603,Wed Nov 01 07:33:03 +0000 2023,0,https://t.co/2bRyqAjFRm - JAKARTA - Peluang Calon Presiden (Capres) Prabowo Subianto untuk memenangi Pemilihan Presiden (Pilpres) 2024 sangat terbuka lebar. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719618541811573062,,manaf_ramli,in,,0,1,0,https://x.com/manaf_ramli/status/1719618541811573062,3655312633,manaf_ramli,"kubu_01, kubu_02"
1719614133610668150,Wed Nov 01 07:15:51 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719614212291559531,,mercifulove,in,,0,1,0,https://x.com/mercifulove/status/1719614212291559531,1287936042750758912,mercifulove,"kubu_01, kubu_02"
1719603132148380137,Wed Nov 01 06:31:50 +0000 2023,0,Jakarta - Menteri BUMN Erick Thohir akan mendukung Calon Presiden Koalisi Indonesia Maju Prabowo Subianto dalam gelaran Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1719603136091058538,,mercifulove,in,,0,1,0,https://x.com/mercifulove/status/1719603136091058538,1287936042750758912,mercifulove,"kubu_01, kubu_02"
1719592901796372480,Wed Nov 01 05:51:14 +0000 2023,0,Kesetiaan Partai Aceh kepada Prabowo sangat jelas dan nyata saat ini kembali mendukung Prabowo sebagai calon presiden pada pilpres 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719592916065390979,,andystwn4,in,,0,1,0,https://x.com/andystwn4/status/1719592916065390979,1620838475330383872,andystwn4,"kubu_01, kubu_02"
1719592901796372480,Wed Nov 01 05:51:11 +0000 2023,0,Pada pilpres 2024 Partai Aceh yang diketuai oleh Muzakir Manaf untuk ketiga kalinya menegaskan dan mendukung Prabowo Subianto sebagai calon presiden. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719592904564625720,,andystwn4,in,,0,1,0,https://x.com/andystwn4/status/1719592904564625720,1620838475330383872,andystwn4,"kubu_01, kubu_02"
1719587534530134509,Wed Nov 01 05:29:52 +0000 2023,0,Calon Presiden (Capres) Prabowo Subianto semakin optimis untuk menghadapi Pilpres 2024 mendatang karena personalitasnya yang dianggap sebagai tokoh yang visioner. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719587537889657312,,andystwn4,in,,0,1,0,https://x.com/andystwn4/status/1719587537889657312,1620838475330383872,andystwn4,"kubu_01, kubu_02"
1719570806081290537,Wed Nov 01 04:23:24 +0000 2023,0,https://t.co/bbXRPlofow - JAKARTA - Peluang Calon Presiden (Capres) Prabowo Subianto untuk memenangi Pemilihan Presiden (Pilpres) 2024 sangat terbuka lebar. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719570811999391926,,HeryWP,in,"ÜT: -6.2343885,106.7582603",0,1,0,https://x.com/HeryWP/status/1719570811999391926,246449701,HeryWP,"kubu_01, kubu_02"
1719553313522479111,Wed Nov 01 03:13:53 +0000 2023,2,Siapa calon presiden pilihan anda di Pilpres nanti? Pertarungan pilpres 2024 sudah mulai terasa. Setelah Koalisi Perubahan mengumumkan Anies bersama Cak Imin. PDIP juga telah mendeklarasikan Ganjar dan Mahfud. Dan deklarasi KIM pasangan Prabowo mengangkat Gibran menjadi cawapres,1719553316840181973,,interaksi_id,in,Jakarta Selatan,0,1,1,https://x.com/interaksi_id/status/1719553316840181973,1714125386588602368,interaksi_id,"kubu_03, kubu_01, kubu_02"
1719551769251086436,Wed Nov 01 03:07:44 +0000 2023,0,Presiden Joko Widodo (Jokowi) santap siang bersama tiga calon presiden yang akan berpartisipasi pada pemilihan presiden 2024 yaitu Prabowo Subianto Ganjar Pranowo dan Anies Baswedan. https://t.co/d8KtVVhFvJ,1719551769251086436,,,in,Jakarta,0,0,0,https://x.com/apahabarmedia/status/1719551769251086436,1549327376714059777,apahabarmedia,"kubu_03, kubu_01, kubu_02"
1719547540079837334,Wed Nov 01 02:50:55 +0000 2023,0,Presiden Jokowi santap siang bersama tiga calon presiden yang akan berpartisipasi pada pemilihan presiden 2024 yaitu Prabowo Subianto Ganjar Pranowo dan Anies Baswedan. Santap siang digelar Istana Merdeka Jakarta pada Senin (30/10). https://t.co/6b8jSklSZL,1719547540079837334,,,in,Jakarta Capital Region,0,0,0,https://x.com/KiriItuTanda/status/1719547540079837334,109001490,KiriItuTanda,"kubu_03, kubu_01, kubu_02"
1719534490287210746,Wed Nov 01 01:59:04 +0000 2023,10,nilah Calon Presidenku Masih tetap Tegap Gagah dan BerWibawa. Salam Prabowo Subianto Presiden RI 2024 #PrabowoGibran2024 @Luke_Bali @yosephrosario_ @Royan_02 @bengkeldodo @Ndons_Back @99propaganda @BANGSAygSUJUD @novianisap91966 @lettachantik @FirdaSyeban https://t.co/i1bQy7ux7m,1719534490287210746,https://pbs.twimg.com/ext_tw_video_thumb/1719534452811173888/pu/img/WGJBeXd6Z3ajN5DG.jpg,,in,,0,1,3,https://x.com/JordanMihaf/status/1719534490287210746,1706160477100023808,JordanMihaf,"kubu_01, kubu_02"
1719405541175513244,Wed Nov 01 00:05:31 +0000 2023,0,@are_inismyname @P4P4B0W0_2024 @bengkeldodo @99propaganda @Ndons_Back @Bank_Joee_ @florieliciouss @AndreasSolusi @DarekaRendy @tinggipasaribu @tonybulumanu Iya loh harusnya tdk boleh diprlakukan sperti itu. Beliau seorang menteri aktif sekaligus calon presiden&amp;wakilnya walkot aktif sekaligus anak presiden beliau ber2 ini punya jejaring struktur lengkap kebawah. Sdngkan Anis/Ganjar bkn pejabat harusnya hormati Beliau.,1719505915337167086,,are_inismyname,in,,0,0,0,https://x.com/Ymechouu/status/1719505915337167086,1597735532796481536,Ymechouu,"kubu_03, kubu_01"
1720046180649066794,Thu Nov 02 14:10:21 +0000 2023,0,@yourstrawbeerry Tahun 2024 diarani tahun politik amerga bakal ana pemilihan presiden ing Indonesia. Wis ana calon 3 yaiku Anis Baswedan saka Partai NasDem lan wakile Muhaimin Prabowo saka Partai Gerinda lan wakile Gibran Rakabuming Raka ,1720080909427507497,,yourstrawbeerry,in,,0,0,0,https://x.com/maissycest/status/1720080909427507497,1710293896339562496,maissycest,"kubu_01, kubu_02"
1720044086852501833,Thu Nov 02 11:44:15 +0000 2023,0,untuk mengambil keputusan yang strategis termasuk dalam menentukan Calon Wakil Presiden yang akan menjadi pasangannya dalam Pilpres 2024 mendatang. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720044144490627545,,seledingtekell,in,,0,1,0,https://x.com/seledingtekell/status/1720044144490627545,1641830722834161664,seledingtekell,"kubu_01, kubu_02"
1720039283124584581,Thu Nov 02 11:25:13 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 yakni Anies Baswedan-Muhaimin Iskandar Ganjar Pranowo-Mahfud Md. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1720039352729063599,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720039352729063599,1614854441127284737,alfisahdinardi,"kubu_03, kubu_01, kubu_02"
1720038402857582594,Thu Nov 02 11:21:28 +0000 2023,0,Jakarta - Lembaga Survei Jakarta (LSJ) merilis simulasi head to head putaran kedua antara para pasangan calon presiden dan calon wakil presiden di Pemilu 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1720038408909885906,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720038408909885906,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720010194107994156,Thu Nov 02 09:32:29 +0000 2023,0, Kami dari Projo sepakat mendukung Prabowo Subianto sebagai calon presiden 2024 kata Budi Arie. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720010982913900896,,IMPURIUM,in,"Chesterton, Indiana",0,1,0,https://x.com/IMPURIUM/status/1720010982913900896,2593329644,IMPURIUM,"kubu_01, kubu_02"
1720007486915395938,Thu Nov 02 09:18:55 +0000 2023,0, Kami dari Projo sepakat mendukung Prabowo Subianto sebagai calon presiden 2024 kata Budi Arie dalam acara deklarasi dukungan di kediaman Prabowo di kawasan Kebayoran Baru Jakarta Selatan Sabtu (14/10/2023). #BersamaIndonesiaMaju #PrabowoGibranIstimewa Prabowo Subianto,1720007570906398736,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720007570906398736,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720007486915395938,Thu Nov 02 09:18:36 +0000 2023,0,JAKARTA https://t.co/atemSbWVp7 - Bakal calon presiden (capres) dan calon wakil presiden (cawapres) Koalisi Indonesia Maju (KIM) untuk Pemilu 2024 Prabowo Subianto dan Gibran Rakabuming Raka mengantongi dukungan dari sejumlah pihak. #BersamaIndonesiaMaju #PrabowoGibranIstimewa,1720007490702922194,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720007490702922194,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1719989351042765154,Thu Nov 02 08:10:20 +0000 2023,0, Kami dari Projo sepakat mendukung Prabowo Subianto sebagai calon presiden 2024 kata Budi Arie. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1719990311953506671,,inang_hasiholan,in,,0,1,0,https://x.com/inang_hasiholan/status/1719990311953506671,803142898749292544,inang_hasiholan,"kubu_01, kubu_02"
1720495360261681471,Fri Nov 03 17:37:13 +0000 2023,0,Kaesang Pangarep Beri Wejangan Ke Prabowo dan Gibran untuk Menjadi Presiden dan Calon Presiden 2024 - Wanodia - Wanodia https://t.co/wWlNO2Zfij #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1720495360261681471,,,in,he/he,0,0,4,https://x.com/birjd/status/1720495360261681471,1575391493136973824,birjd,"kubu_01, kubu_02"
1720495360152629323,Fri Nov 03 17:37:13 +0000 2023,0,Kaesang Pangarep Beri Wejangan Ke Prabowo dan Gibran untuk Menjadi Presiden dan Calon Presiden 2024 - Wanodia - Wanodia https://t.co/x9gRBvs7DX #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1720495360152629323,,,in,,0,0,4,https://x.com/beriesr/status/1720495360152629323,1625394197493858307,beriesr,"kubu_01, kubu_02"
1720495349574594899,Fri Nov 03 17:37:11 +0000 2023,0,Kaesang Pangarep Beri Wejangan Ke Prabowo dan Gibran untuk Menjadi Presiden dan Calon Presiden 2024 - Wanodia - Wanodia https://t.co/CMpqFExslo #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1720495349574594899,,,in,SND ,0,0,4,https://x.com/sejeootg/status/1720495349574594899,1422585122,sejeootg,"kubu_01, kubu_02"
1720495348588904892,Fri Nov 03 17:37:11 +0000 2023,0,Kaesang Pangarep Beri Wejangan Ke Prabowo dan Gibran untuk Menjadi Presiden dan Calon Presiden 2024 - Wanodia - Wanodia https://t.co/Xj9A9in4cF #PrabowoGibranIstimewa #BersamaIndonesiaMaju,1720495348588904892,,,in,Aimed to RP.,0,0,4,https://x.com/sfluttt/status/1720495348588904892,1077380182485266432,sfluttt,"kubu_01, kubu_02"
1720399958543831297,Fri Nov 03 11:18:25 +0000 2023,0,untuk mengambil keputusan yang strategis termasuk dalam menentukan Calon Wakil Presiden yang akan menjadi pasangannya dalam Pilpres 2024 mendatang. #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720400031218536450,,seledingtekell,in,,0,1,0,https://x.com/seledingtekell/status/1720400031218536450,1641830722834161664,seledingtekell,"kubu_01, kubu_02"
1720383427801932086,Fri Nov 03 10:14:18 +0000 2023,0,Calon Presiden dan Calon Wakil Presiden Koalisi Indonesia Maju (KIM) Prabowo Subianto-Gibran Rakabuming Raka jadi salah satu pasangan potensial di Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720383895731081515,,KarinaP35443364,in,,0,1,0,https://x.com/KarinaP35443364/status/1720383895731081515,1718882541074358272,KarinaP35443364,"kubu_01, kubu_02"
1720348202761945362,Fri Nov 03 07:52:29 +0000 2023,0,Prabowo Subianto telah resmi kembali jadi calon Presiden di Pemilu 2024 mendatang. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720348205643362441,,Ninaang06470572,in,,0,1,0,https://x.com/Ninaang06470572/status/1720348205643362441,1615026201739014144,Ninaang06470572,"kubu_01, kubu_02"
1720343685693661361,Fri Nov 03 07:34:32 +0000 2023,0,Jakarta - Lembaga Survei Jakarta (LSJ) merilis simulasi head to head putaran kedua antara para pasangan calon presiden dan calon wakil presiden di Pemilu 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720343690097693115,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720343690097693115,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720343614809911505,Fri Nov 03 07:34:14 +0000 2023,8,#EditorialMI Penyelesaian kasus pelanggaran HAM berat masa lalu diperkirakan masih suram pasca-Pemilihan Presiden 2024. Pasalnya hanya dua calon presiden dan calon wakil presiden yakni Anies-Muhaimin dan Ganjar-Mahfud yang berjanji akan menuntaskannya https://t.co/W5HUMCYlwx,1720343614809911505,,,in,Jakarta - Indonesia,0,4,2,https://x.com/mediaindonesia/status/1720343614809911505,68930552,mediaindonesia,"kubu_03, kubu_01"
1720340397007016174,Fri Nov 03 07:21:35 +0000 2023,0,CALON Presiden dan Calon Wakil Presiden Koalisi Indonesia Maju (KIM) Prabowo Subianto Gibran Rakabuming Raka kembali mendapatkan dukungan dari akar rumput menjelang Pilpres 2024. #PrabowoGemoy #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720340429613510790,,manaf_ramli,in,,0,1,0,https://x.com/manaf_ramli/status/1720340429613510790,3655312633,manaf_ramli,"kubu_01, kubu_02"
1720339779622244702,Fri Nov 03 07:19:09 +0000 2023,0,Calon Presiden dan Calon Wakil Presiden Koalisi Indonesia Maju (KIM) Prabowo Subianto-Gibran Rakabuming Raka dinilai sebagai pasangan terbaik untuk dipilih bagi seluruh generasi pada Pilpres 2024. #PrabowoGemoy #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720339816502763938,,manaf_ramli,in,,0,1,0,https://x.com/manaf_ramli/status/1720339816502763938,3655312633,manaf_ramli,"kubu_01, kubu_02"
1720338881609154750,Fri Nov 03 07:15:27 +0000 2023,0,Prabowo Subianto telah resmi kembali jadi calon Presiden di Pemilu 2024 mendatang. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720338884369027166,,moammarfatahil1,in,,0,1,0,https://x.com/moammarfatahil1/status/1720338884369027166,1621379469125775363,moammarfatahil1,"kubu_01, kubu_02"
1720337690439401647,Fri Nov 03 07:10:54 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 yakni Anies Baswedan-Muhaimin Iskandar Ganjar Pranowo-Mahfud Md. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720337741194678732,,moammarfatahil1,in,,0,1,0,https://x.com/moammarfatahil1/status/1720337741194678732,1621379469125775363,moammarfatahil1,"kubu_03, kubu_01, kubu_02"
1720335938424090948,Fri Nov 03 07:06:32 +0000 2023,0,Calon Presiden dan Calon Wakil Presiden Koalisi Indonesia Maju (KIM) Prabowo Subianto-Gibran Rakabuming Raka jadi salah satu pasangan potensial di Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720336642886803480,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720336642886803480,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720335413674684465,Fri Nov 03 07:04:02 +0000 2023,0, Kami dari Projo sepakat mendukung Prabowo Subianto sebagai calon presiden 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720336011941838952,,moammarfatahil1,in,,0,1,0,https://x.com/moammarfatahil1/status/1720336011941838952,1621379469125775363,moammarfatahil1,"kubu_01, kubu_02"
1720335413674684465,Fri Nov 03 07:01:40 +0000 2023,0,JAKARTA Bakal calon presiden (capres) dan calon wakil presiden (cawapres) Koalisi Indonesia Maju (KIM) untuk Pemilu 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720335416287731814,,moammarfatahil1,in,,0,1,0,https://x.com/moammarfatahil1/status/1720335416287731814,1621379469125775363,moammarfatahil1,"kubu_01, kubu_02"
1720334460552704254,Fri Nov 03 06:58:15 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720334557566922775,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720334557566922775,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720332137126342899,Fri Nov 03 06:48:39 +0000 2023,0,Jakarta IDN Times - Menteri Pertahanan Prabowo Subianto menjadi calon presiden (capres) yang meraih mayoritas dukungan dari milenial dan generasi Z pada Pilpres 2024 mendatang. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720332141274485141,,golbachgoals,in,Jakarta Selatan ,0,1,0,https://x.com/golbachgoals/status/1720332141274485141,909824927695589376,golbachgoals,"kubu_01, kubu_02"
1720330967196614736,Fri Nov 03 06:44:21 +0000 2023,0,Sebelumnya Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720331060796645740,,alfisahdinardi,in,,0,1,0,https://x.com/alfisahdinardi/status/1720331060796645740,1614854441127284737,alfisahdinardi,"kubu_01, kubu_02"
1720330357885878509,Fri Nov 03 06:41:34 +0000 2023,0,Prabowo Subianto telah resmi kembali jadi calon Presiden di Pemilu 2024 mendatang. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720330360666644543,,tono14045,in,,0,1,0,https://x.com/tono14045/status/1720330360666644543,1615020571435356160,tono14045,"kubu_01, kubu_02"
1720329137817268538,Fri Nov 03 06:36:54 +0000 2023,0,Komisi Pemilihan Umum (KPU) telah menerima pendaftaran tiga pasangan bakal calon presiden dan wakil presiden untuk Pilpres 2024 yakni Anies Baswedan-Muhaimin Iskandar Ganjar Pranowo-Mahfud Md. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,1720329184223150514,,tono14045,in,,0,1,0,https://x.com/tono14045/status/1720329184223150514,1615020571435356160,tono14045,"kubu_03, kubu_01, kubu_02"
1720327548767465573,Fri Nov 03 06:30:43 +0000 2023,0,JAKARTA -- Calon presiden (capres) dan calon wakil presiden (cawapres) Koalisi Indonesia Maju (KIM) Prabowo Subianto-Gibran Rakabuming Raka semakin banyak mendapatkan dukungan menuju Pilpres 2024. #PrabowoGemoy #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto,1720327628849312218,,manaf_ramli,in,,0,1,0,https://x.com/manaf_ramli/status/1720327628849312218,3655312633,manaf_ramli,"kubu_01, kubu_02"
